goldSQL,prdeictSQL,ind_dev_set,hardness,question,db_id,gold_sql,predicted_sql,Incorrect final column,Missing constraint,Incorrect Constraint,Entity Column,execution,
SELECT T1.model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Weight  <  (SELECT avg(Weight) FROM CARS_DATA),SELECT Model FROM model_list JOIN cars_data ON model_list.ModelId = cars_data.Id WHERE Weight < (SELECT AVG(Weight) FROM cars_data),97,extra,Find the model of the car whose weight is below the average weight.,car_1,SELECT T1.model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Weight  <  (SELECT avg(Weight) FROM CARS_DATA),SELECT Model FROM model_list JOIN cars_data ON model_list.ModelId = cars_data.Id WHERE Weight < (SELECT AVG(Weight) FROM cars_data),FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT T1.model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Weight  <  (SELECT avg(Weight) FROM CARS_DATA),SELECT Model FROM model_list AS T1 JOIN cars_data AS T2 ON T1.ModelId = T2.Id WHERE T2.Weight < (SELECT AVG(Weight) FROM cars_data),98,extra,What is the model for the car with a weight smaller than the average?,car_1,SELECT T1.model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Weight  <  (SELECT avg(Weight) FROM CARS_DATA),SELECT Model FROM model_list AS T1 JOIN cars_data AS T2 ON T1.ModelId = T2.Id WHERE T2.Weight < (SELECT AVG(Weight) FROM cars_data),FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT DISTINCT T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker JOIN CAR_NAMES AS T3 ON T2.model  =  T3.model JOIN CARS_DATA AS T4 ON T3.MakeId  =  T4.id WHERE T4.year  =  '1970';,SELECT Maker FROM car_makers WHERE Id IN (SELECT Maker FROM car_names WHERE MakeId IN (SELECT Id FROM cars_data WHERE Year = 1970)),99,extra,Find the name of the makers that produced some cars in the year of 1970?,car_1,SELECT DISTINCT T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker JOIN CAR_NAMES AS T3 ON T2.model  =  T3.model JOIN CARS_DATA AS T4 ON T3.MakeId  =  T4.id WHERE T4.year  =  '1970';,SELECT Maker FROM car_makers WHERE Id IN (SELECT Maker FROM car_names WHERE MakeId IN (SELECT Id FROM cars_data WHERE Year = 1970)),FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT DISTINCT T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker JOIN CAR_NAMES AS T3 ON T2.model  =  T3.model JOIN CARS_DATA AS T4 ON T3.MakeId  =  T4.id WHERE T4.year  =  '1970';,SELECT DISTINCT Maker FROM car_makers AS T1 JOIN model_list AS T2 ON T1.Id  =  T2.Maker JOIN car_names AS T3 ON T2.ModelId  =  T3.MakeId JOIN cars_data AS T4 ON T3.MakeId  =  T4.Id WHERE T4.Year  =  1970,100,extra,What is the name of the different car makers who produced a car in 1970?,car_1,SELECT DISTINCT T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker JOIN CAR_NAMES AS T3 ON T2.model  =  T3.model JOIN CARS_DATA AS T4 ON T3.MakeId  =  T4.id WHERE T4.year  =  '1970';,SELECT DISTINCT Maker FROM car_makers AS T1 JOIN model_list AS T2 ON T1.Id  =  T2.Maker JOIN car_names AS T3 ON T2.ModelId  =  T3.MakeId JOIN cars_data AS T4 ON T3.MakeId  =  T4.Id WHERE T4.Year  =  1970,FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT T2.Make ,  T1.Year FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T1.Year  =  (SELECT min(YEAR) FROM CARS_DATA);","SELECT Maker, MIN(Year) FROM car_names  INNER JOIN cars_data ON car_names.MakeId = cars_data.Id  GROUP BY Maker",101,extra,Find the make and production time of the cars that were produced in the earliest year?,car_1,"SELECT T2.Make ,  T1.Year FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T1.Year  =  (SELECT min(YEAR) FROM CARS_DATA);","SELECT Maker, MIN(Year) FROM car_names  INNER JOIN cars_data ON car_names.MakeId = cars_data.Id  GROUP BY Maker",FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT T2.Make ,  T1.Year FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T1.Year  =  (SELECT min(YEAR) FROM CARS_DATA);","SELECT Maker, MIN(Year) FROM car_makers JOIN cars_data ON car_makers.Id = cars_data.Id GROUP BY Maker ORDER BY Year ASC LIMIT 1",102,extra,What is the maker of the carr produced in the earliest year and what year was it?,car_1,"SELECT T2.Make ,  T1.Year FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T1.Year  =  (SELECT min(YEAR) FROM CARS_DATA);","SELECT Maker, MIN(Year) FROM car_makers JOIN cars_data ON car_makers.Id = cars_data.Id GROUP BY Maker ORDER BY Year ASC LIMIT 1",FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.model  =  T2.model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.id WHERE T3.year  >  1980;,SELECT DISTINCT model FROM model_list JOIN cars_data ON model_list.ModelId = cars_data.Id WHERE Year > 1980,103,hard,Which distinct car models are the produced after 1980?,car_1,SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.model  =  T2.model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.id WHERE T3.year  >  1980;,SELECT DISTINCT model FROM model_list JOIN cars_data ON model_list.ModelId = cars_data.Id WHERE Year > 1980,FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.model  =  T2.model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.id WHERE T3.year  >  1980;,SELECT DISTINCT Model FROM model_list JOIN cars_data ON model_list.ModelId = cars_data.Id WHERE Year > 1980,104,hard,What are the different models for the cards produced after 1980?,car_1,SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.model  =  T2.model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.id WHERE T3.year  >  1980;,SELECT DISTINCT Model FROM model_list JOIN cars_data ON model_list.ModelId = cars_data.Id WHERE Year > 1980,FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.continent JOIN car_makers AS T3 ON T2.CountryId  =  T3.Country GROUP BY T1.Continent;","SELECT continents.Continent, COUNT(car_makers.Id)  FROM continents  LEFT JOIN countries ON continents.ContId = countries.Continent  LEFT JOIN car_makers ON countries.CountryId = car_makers.Country  GROUP BY continents.Continent",106,hard,What is the name of each continent and how many car makers are there in each one?,car_1,"SELECT T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.continent JOIN car_makers AS T3 ON T2.CountryId  =  T3.Country GROUP BY T1.Continent;","SELECT continents.Continent, COUNT(car_makers.Id)  FROM continents  LEFT JOIN countries ON continents.ContId = countries.Continent  LEFT JOIN car_makers ON countries.CountryId = car_makers.Country  GROUP BY continents.Continent",FALSE,FALSE,FALSE,FALSE,FALSE,
"select count(*) ,  t2.fullname from model_list as t1 join car_makers as t2 on t1.maker  =  t2.id group by t2.id;","SELECT FullName, COUNT(*) FROM car_makers  JOIN model_list ON car_makers.Id = model_list.Maker  GROUP BY FullName",109,medium,How many car models are produced by each maker ? Only list the count and the maker full name .,car_1,"select count(*) ,  t2.fullname from model_list as t1 join car_makers as t2 on t1.maker  =  t2.id group by t2.id;","SELECT FullName, COUNT(*) FROM car_makers  JOIN model_list ON car_makers.Id = model_list.Maker  GROUP BY FullName",FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT Count(*) ,  T2.FullName ,  T2.id FROM MODEL_LIST AS T1 JOIN CAR_MAKERS AS T2 ON T1.Maker  =  T2.Id GROUP BY T2.id;","SELECT car_makers.Id, car_makers.FullName, COUNT(model_list.Model) FROM car_makers INNER JOIN model_list ON car_makers.Id = model_list.Maker GROUP BY car_makers.Id",110,medium,What is the number of car models that are produced by each maker and what is the id and full name of each maker?,car_1,"SELECT Count(*) ,  T2.FullName ,  T2.id FROM MODEL_LIST AS T1 JOIN CAR_MAKERS AS T2 ON T1.Maker  =  T2.Id GROUP BY T2.id;","SELECT car_makers.Id, car_makers.FullName, COUNT(model_list.Model) FROM car_makers INNER JOIN model_list ON car_makers.Id = model_list.Maker GROUP BY car_makers.Id",FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT T1.Accelerate FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Make  =  'amc hornet sportabout (sw)';,SELECT Accelerate FROM cars_data  JOIN car_names ON cars_data.Id = car_names.MakeId  JOIN model_list ON car_names.Model = model_list.Model  JOIN car_makers ON model_list.Maker = car_makers.Maker  WHERE car_makers.FullName = 'amc hornet sportabout (sw)',111,medium,What is the accelerate of the car make amc hornet sportabout (sw)?,car_1,SELECT T1.Accelerate FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Make  =  'amc hornet sportabout (sw)';,SELECT Accelerate FROM cars_data  JOIN car_names ON cars_data.Id = car_names.MakeId  JOIN model_list ON car_names.Model = model_list.Model  JOIN car_makers ON model_list.Maker = car_makers.Maker  WHERE car_makers.FullName = 'amc hornet sportabout (sw)',FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT T1.Accelerate FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Make  =  'amc hornet sportabout (sw)';,SELECT Accelerate FROM cars_data  JOIN car_names ON cars_data.Id = car_names.MakeId  JOIN model_list ON car_names.Model = model_list.Model  JOIN car_makers ON model_list.Maker = car_makers.Maker  WHERE car_makers.FullName = 'AMC Hornet Sportabout (sw)',112,medium,How much does the car accelerate that makes amc hornet sportabout (sw)?,car_1,SELECT T1.Accelerate FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Make  =  'amc hornet sportabout (sw)';,SELECT Accelerate FROM cars_data  JOIN car_names ON cars_data.Id = car_names.MakeId  JOIN model_list ON car_names.Model = model_list.Model  JOIN car_makers ON model_list.Maker = car_makers.Maker  WHERE car_makers.FullName = 'AMC Hornet Sportabout (sw)',FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT count(*) FROM CAR_MAKERS AS T1 JOIN COUNTRIES AS T2 ON T1.Country  =  T2.CountryId WHERE T2.CountryName  =  'france';,SELECT COUNT(*) FROM car_makers WHERE Country = 'France',113,medium,How many car makers are there in france?,car_1,SELECT count(*) FROM CAR_MAKERS AS T1 JOIN COUNTRIES AS T2 ON T1.Country  =  T2.CountryId WHERE T2.CountryName  =  'france';,SELECT COUNT(*) FROM car_makers WHERE Country = 'France',FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT count(*) FROM CAR_MAKERS AS T1 JOIN COUNTRIES AS T2 ON T1.Country  =  T2.CountryId WHERE T2.CountryName  =  'france';,SELECT COUNT(*) FROM car_makers WHERE Country = 'France',114,medium,What is the number of makers of care in France?,car_1,SELECT count(*) FROM CAR_MAKERS AS T1 JOIN COUNTRIES AS T2 ON T1.Country  =  T2.CountryId WHERE T2.CountryName  =  'france';,SELECT COUNT(*) FROM car_makers WHERE Country = 'France',FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT count(*) FROM MODEL_LIST AS T1 JOIN CAR_MAKERS AS T2 ON T1.Maker  =  T2.Id JOIN COUNTRIES AS T3 ON T2.Country  =  T3.CountryId WHERE T3.CountryName  =  'usa';,SELECT COUNT(*) FROM car_makers JOIN model_list ON car_makers.Id = model_list.Maker WHERE car_makers.Country = 'USA',115,hard,How many car models are produced in the usa?,car_1,SELECT count(*) FROM MODEL_LIST AS T1 JOIN CAR_MAKERS AS T2 ON T1.Maker  =  T2.Id JOIN COUNTRIES AS T3 ON T2.Country  =  T3.CountryId WHERE T3.CountryName  =  'usa';,SELECT COUNT(*) FROM car_makers JOIN model_list ON car_makers.Id = model_list.Maker WHERE car_makers.Country = 'USA',FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT count(*) FROM MODEL_LIST AS T1 JOIN CAR_MAKERS AS T2 ON T1.Maker  =  T2.Id JOIN COUNTRIES AS T3 ON T2.Country  =  T3.CountryId WHERE T3.CountryName  =  'usa';,SELECT COUNT(*) FROM model_list AS T1 JOIN car_makers AS T2 ON T1.Maker = T2.Maker WHERE T2.Country = 'United States',116,hard,What is the count of the car models produced in the United States?,car_1,SELECT count(*) FROM MODEL_LIST AS T1 JOIN CAR_MAKERS AS T2 ON T1.Maker  =  T2.Id JOIN COUNTRIES AS T3 ON T2.Country  =  T3.CountryId WHERE T3.CountryName  =  'usa';,SELECT COUNT(*) FROM model_list AS T1 JOIN car_makers AS T2 ON T1.Maker = T2.Maker WHERE T2.Country = 'United States',FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT Maker ,  Model FROM MODEL_LIST;","SELECT Maker, Model FROM car_makers JOIN model_list ON car_makers.Id = model_list.Maker",121,medium,What are all the makers and models?,car_1,"SELECT Maker ,  Model FROM MODEL_LIST;","SELECT Maker, Model FROM car_makers JOIN model_list ON car_makers.Id = model_list.Maker",FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT Maker ,  Model FROM MODEL_LIST;","SELECT Maker, Model FROM car_makers JOIN model_list ON car_makers.Id = model_list.Maker",122,medium,What are the makers and models?,car_1,"SELECT Maker ,  Model FROM MODEL_LIST;","SELECT Maker, Model FROM car_makers JOIN model_list ON car_makers.Id = model_list.Maker",FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT T1.CountryName ,  T1.CountryId FROM COUNTRIES AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.CountryId HAVING count(*)  >=  1;","SELECT countries.CountryId, countries.CountryName  FROM countries  INNER JOIN car_makers  ON countries.CountryId = car_makers.Country  GROUP BY countries.CountryId",124,medium,What are the names and ids of all countries with at least one car maker?,car_1,"SELECT T1.CountryName ,  T1.CountryId FROM COUNTRIES AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.CountryId HAVING count(*)  >=  1;","SELECT countries.CountryId, countries.CountryName  FROM countries  INNER JOIN car_makers  ON countries.CountryId = car_makers.Country  GROUP BY countries.CountryId",FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT avg(Weight) ,  YEAR FROM CARS_DATA GROUP BY YEAR;","SELECT Year, AVG(Weight) FROM cars_data GROUP BY Year",127,medium,What is the average weight of cars each year?,car_1,"SELECT avg(Weight) ,  YEAR FROM CARS_DATA GROUP BY YEAR;","SELECT Year, AVG(Weight) FROM cars_data GROUP BY Year",TRUE,FALSE,FALSE,FALSE,FALSE,
"SELECT avg(Weight) ,  YEAR FROM CARS_DATA GROUP BY YEAR;","SELECT Year, AVG(Weight), AVG(Year) FROM cars_data GROUP BY Year",128,medium,What is the average weight and year for each year?,car_1,"SELECT avg(Weight) ,  YEAR FROM CARS_DATA GROUP BY YEAR;","SELECT Year, AVG(Weight), AVG(Year) FROM cars_data GROUP BY Year",TRUE,FALSE,FALSE,FALSE,FALSE,
SELECT T1.CountryName FROM COUNTRIES AS T1 JOIN CONTINENTS AS T2 ON T1.Continent  =  T2.ContId JOIN CAR_MAKERS AS T3 ON T1.CountryId  =  T3.Country WHERE T2.Continent  =  'europe' GROUP BY T1.CountryName HAVING count(*)  >=  3;,SELECT c.CountryName  FROM countries c  JOIN car_makers cm ON c.CountryId = cm.Country  WHERE c.Continent = 'Europe'  GROUP BY c.CountryName  HAVING COUNT(*) >= 3,129,extra,Which countries in europe have at least 3 car manufacturers?,car_1,SELECT T1.CountryName FROM COUNTRIES AS T1 JOIN CONTINENTS AS T2 ON T1.Continent  =  T2.ContId JOIN CAR_MAKERS AS T3 ON T1.CountryId  =  T3.Country WHERE T2.Continent  =  'europe' GROUP BY T1.CountryName HAVING count(*)  >=  3;,SELECT c.CountryName  FROM countries c  JOIN car_makers cm ON c.CountryId = cm.Country  WHERE c.Continent = 'Europe'  GROUP BY c.CountryName  HAVING COUNT(*) >= 3,FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT T1.CountryName FROM COUNTRIES AS T1 JOIN CONTINENTS AS T2 ON T1.Continent  =  T2.ContId JOIN CAR_MAKERS AS T3 ON T1.CountryId  =  T3.Country WHERE T2.Continent  =  'europe' GROUP BY T1.CountryName HAVING count(*)  >=  3;,SELECT CountryName FROM countries  JOIN car_makers ON countries.CountryId = car_makers.Country  WHERE countries.Continent = (SELECT ContId FROM continents WHERE Continent = 'Europe')  GROUP BY CountryName  HAVING COUNT(*) >= 3,130,extra,What are the names of all European countries with at least 3 manufacturers?,car_1,SELECT T1.CountryName FROM COUNTRIES AS T1 JOIN CONTINENTS AS T2 ON T1.Continent  =  T2.ContId JOIN CAR_MAKERS AS T3 ON T1.CountryId  =  T3.Country WHERE T2.Continent  =  'europe' GROUP BY T1.CountryName HAVING count(*)  >=  3;,SELECT CountryName FROM countries  JOIN car_makers ON countries.CountryId = car_makers.Country  WHERE countries.Continent = (SELECT ContId FROM continents WHERE Continent = 'Europe')  GROUP BY CountryName  HAVING COUNT(*) >= 3,FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT T2.horsepower ,  T1.Make FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.cylinders  =  3 ORDER BY T2.horsepower DESC LIMIT 1;","SELECT MAX(Horsepower), Make FROM cars_data   JOIN car_names ON cars_data.MakeId = car_names.MakeId   WHERE Cylinders = 3   GROUP BY Make",131,extra,What is the maximum horsepower and the make of the car models with 3 cylinders?,car_1,"SELECT T2.horsepower ,  T1.Make FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.cylinders  =  3 ORDER BY T2.horsepower DESC LIMIT 1;","SELECT MAX(Horsepower), Make FROM cars_data   JOIN car_names ON cars_data.MakeId = car_names.MakeId   WHERE Cylinders = 3   GROUP BY Make",FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT T2.horsepower ,  T1.Make FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.cylinders  =  3 ORDER BY T2.horsepower DESC LIMIT 1;",SELECT MAX(Horsepower) FROM cars_data AS T1 JOIN model_list AS T2 ON T1.ModelId = T2.ModelId JOIN car_names AS T3 ON T2.Maker = T3.Make WHERE Cylinders = 3,132,extra,What is the largest amount of horsepower for the models with 3 cylinders and what make is it?,car_1,"SELECT T2.horsepower ,  T1.Make FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.cylinders  =  3 ORDER BY T2.horsepower DESC LIMIT 1;",SELECT MAX(Horsepower) FROM cars_data AS T1 JOIN model_list AS T2 ON T1.ModelId = T2.ModelId JOIN car_names AS T3 ON T2.Maker = T3.Make WHERE Cylinders = 3,FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.mpg DESC LIMIT 1;,SELECT Model FROM model_list JOIN cars_data ON model_list.ModelId = cars_data.Id WHERE MPG = (SELECT MAX(MPG) FROM cars_data),133,hard,"Which model saves the most gasoline? That is to say, have the maximum miles per gallon.",car_1,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.mpg DESC LIMIT 1;,SELECT Model FROM model_list JOIN cars_data ON model_list.ModelId = cars_data.Id WHERE MPG = (SELECT MAX(MPG) FROM cars_data),FALSE,FALSE,FALSE,FALSE,FALSE,
select t1.model from car_names as t1 join cars_data as t2 on t1.makeid  =  t2.id order by t2.mpg desc limit 1;,SELECT Model FROM model_list JOIN cars_data ON model_list.ModelId = cars_data.Id ORDER BY cars_data.MPG DESC LIMIT 1,134,hard,What is the car model with the highest mpg ?,car_1,select t1.model from car_names as t1 join cars_data as t2 on t1.makeid  =  t2.id order by t2.mpg desc limit 1;,SELECT Model FROM model_list JOIN cars_data ON model_list.ModelId = cars_data.Id ORDER BY cars_data.MPG DESC LIMIT 1,FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT avg(T2.edispl) FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T1.Model  =  'volvo';,SELECT AVG(Edispl) FROM cars_data AS T1 JOIN model_list AS T2 ON T1.ModelId = T2.ModelId WHERE T2.Model = 'Volvo',137,medium,What is the average edispl of the cars of model volvo?,car_1,SELECT avg(T2.edispl) FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T1.Model  =  'volvo';,SELECT AVG(Edispl) FROM cars_data AS T1 JOIN model_list AS T2 ON T1.ModelId = T2.ModelId WHERE T2.Model = 'Volvo',FALSE,FALSE,FALSE,FALSE,FALSE,
SELECT avg(T2.edispl) FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T1.Model  =  'volvo';,SELECT AVG(Edispl) FROM cars_data AS T1 JOIN car_names AS T2 ON T1.Id  =  T2.MakeId JOIN model_list AS T3 ON T2.Model  =  T3.Model JOIN car_makers AS T4 ON T3.Maker  =  T4.Maker WHERE T4.Maker  =  'Volvo',138,medium,What is the average edispl for all volvos?,car_1,SELECT avg(T2.edispl) FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T1.Model  =  'volvo';,SELECT AVG(Edispl) FROM cars_data AS T1 JOIN car_names AS T2 ON T1.Id  =  T2.MakeId JOIN model_list AS T3 ON T2.Model  =  T3.Model JOIN car_makers AS T4 ON T3.Maker  =  T4.Maker WHERE T4.Maker  =  'Volvo',FALSE,FALSE,FALSE,FALSE,FALSE,
"SELECT max(Accelerate) ,  Cylinders FROM CARS_DATA GROUP BY Cylinders;","SELECT Cylinders, MAX(Accelerate) FROM cars_data GROUP BY Cylinders",139,medium,What is the maximum accelerate for different number of cylinders?,car_1,"SELECT max(Accelerate) ,  Cylinders FROM CARS_DATA GROUP BY Cylinders;","SELECT Cylinders, MAX(Accelerate) FROM cars_data GROUP BY Cylinders",TRUE,FALSE,FALSE,FALSE,FALSE,
"SELECT max(Accelerate) ,  Cylinders FROM CARS_DATA GROUP BY Cylinders;",SELECT MAX(Accelerate) FROM cars_data GROUP BY Cylinders,140,medium,What is the maximum accelerate for all the different cylinders?,car_1,"SELECT max(Accelerate) ,  Cylinders FROM CARS_DATA GROUP BY Cylinders;",SELECT MAX(Accelerate) FROM cars_data GROUP BY Cylinders,TRUE,FALSE,FALSE,FALSE,FALSE,
